Id,Name,Address,City,State,Division,Major Group,Industry Group,SIC,Description
2415,"Robinson, Holmes and Harrell",00025 Maldonado Vista,Lake Suzannebury,Maine,D,34.0,342.0,3423.0,"Hand and Edge Tools, Except Machine Tools and Handsaws"
2416,Manning-Rubio,9948 Good Cove Apt. 301,Mcdonaldtown,Nevada,D,35.0,355.0,,Food Products Machinery
2417,"Wallace, Harris and Davis",21027 Lisa Plains,Ericland,New Jersey,D,36.0,362.0,3625.0,Relays and Industrial Controls
2418,Pope Inc,2354 Matthew Creek,North Tannerberg,North Dakota,I,76.0,762.0,7622.0,Radio and Television Repair Shops
2419,Jennings-Hunt,466 Holland Falls,South George,Alabama,F,51.0,514.0,5141.0,"Groceries, General Line"
2420,"Coleman, Mendoza and Campbell",578 Paul Burgs,Hernandezmouth,Virginia,G,52.0,521.0,5211.0,Lumber and Other Building Materials Dealers
2421,"Martin, Marsh and Allen",9207 Kevin Summit Apt. 632,Yolandaville,South Dakota,D,35.0,353.0,3536.0,"Overhead Traveling Cranes, Hoists, and Monorail Systems"
2422,Reyes-Thompson,20818 Robert Cliff,Pattonchester,Wyoming,I,,753.0,7534.0,Tire Retreading and Repair Shops
2423,Robertson LLC,903 Steve Ford,North Bridgetfort,Maine,D,29.0,299.0,2999.0,"Products of Petroleum and Coal, Not Elsewhere Classified"
2424,"Holden, Carpenter and Gilbert",1716 Sue Fords,Mitchellfurt,Arizona,D,21.0,,2111.0,Cigarettes
2425,"Mcgee, Mitchell and Hayes",6605 Miller Fall,Wongtown,Florida,D,23.0,234.0,2341.0,"Women's, Misses', Children's, and Infants' Underwear and Nightwear"
2426,Price-Davis,,Wardstad,Nevada,E,41.0,414.0,4141.0,Local Bus Charter Service
2427,Johnson-Carpenter,2702 Lewis Rest Suite 243,East Kendramouth,Missouri,D,,208.0,2083.0,
2428,Jackson-Branch,3085 Mckenzie Mission Apt. 474,Jennifermouth,Virginia,D,35.0,357.0,3575.0,Computer Terminals
2429,Ruiz PLC,7129 Cory Points Suite 072,Chavezburgh,Missouri,A,1.0,17.0,172.0,Grapes
2430,Frye-Johnson,9959 Christensen Points Suite 821,Devonport,Iowa,B,14.0,144.0,1442.0,Construction Sand and Gravel
2431,Williams LLC,4200 Jackson Creek Apt. 781,Port Tammy,Virginia,G,56.0,566.0,5661.0,Shoe Stores
2432,Ortiz-Williams,480 Franklin Neck Apt. 382,Bobbystad,New Mexico,D,31.0,314.0,3143.0,"Men's Footwear, Except Athletic"
2433,"Kline, Johnson and Phillips",4653 Heather Ford,New Benjamin,Arkansas,D,26.0,267.0,2675.0,Die-Cut Paper and Paperboard and Cardboard
2434,Singleton-Ortiz,92554 Bonilla Centers Suite 154,Barkerport,Missouri,C,17.0,177.0,1771.0,Concrete Work
2435,Dawson and Sons,368 Wright Avenue,Marktown,California,H,60.0,601.0,6019.0,"Central Reserve Depository Institutions, Not Elsewhere Classified"
2436,"Mcintyre, Macias and Ortiz",2592 Nguyen Mews Suite 235,East Richard,Oregon,I,79.0,799.0,7993.0,Coin-Operated Amusement Devices
2437,Hunter LLC,104 Allen Pines,Elaineton,North Dakota,I,72.0,721.0,7218.0,Industrial Launderers
2438,,3617 Tara Viaduct,Mckenzieburgh,Wisconsin,D,36.0,363.0,3631.0,Household Cooking Equipment
2439,Morrow-Russell,62427 Andrea Plains Apt. 211,Taylormouth,Maine,D,20.0,206.0,2063.0,Beet Sugar
2440,"Cox, Turner and Beltran",86548 Kyle Road,Jacquelinehaven,New Jersey,D,,238.0,2385.0,Waterproof Outerwear
2441,Booth-Simmons,9832 Brenda Points Apt. 750,West Robert,Washington,A,1.0,18.0,182.0,Food Crops Grown Under Cover
2442,Thompson-Beck,74352 Howard Meadow Suite 332,South Ericbury,Delaware,E,41.0,413.0,4131.0,Intercity and Rural Bus Transportation
2443,"Love, Ramirez and Daniels",984 Lamb Mill,Lake Crystal,Iowa,D,27.0,,2754.0,"Commercial Printing, Gravure"
2444,Barnes and Sons,5479 Henry Stream Suite 372,Sandersfurt,Pennsylvania,B,10.0,102.0,1021.0,Copper Ores
2445,Roberts-Chandler,81486 Evan Pass,South Timberg,,I,70.0,703.0,7033.0,Recreational Vehicle Parks and Campsites
2446,Ryan LLC,6466 Mendoza Branch,East Nicole,Alaska,D,34.0,348.0,3482.0,Small Arms Ammunition
2447,"Cardenas, Haley and Mcneil",016 Valenzuela Junctions,North Kelsey,Tennessee,D,22.0,223.0,2231.0,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing)"
2448,Pineda-Harris,055 Lucas Parks Apt. 019,South Jeffrey,Georgia,D,32.0,323.0,3231.0,"Glass Products, Made of Purchased Glass"
2449,Gutierrez and Sons,4893 Samantha Neck Apt. 420,Lake Leonard,Alaska,E,44.0,449.0,4492.0,Towing and Tugboat Services
2450,"Park, Singleton and Hall",289 Eric Greens,Lake Devonburgh,Oklahoma,A,1.0,11.0,115.0,Corn
2451,"Griffith, Atkins and Lynch",20425 Green Key Apt. 687,West Nicole,Louisiana,D,23.0,232.0,2326.0,Men's and Boys' Work Clothing
2452,,44505 Orozco Common Apt. 993,Reynoldsville,Pennsylvania,,79.0,799.0,7997.0,Membership Sports and Recreation Clubs
2453,"Greene, Perkins and Cummings",046 Guerrero Coves,Nicoleview,Wisconsin,H,,633.0,6331.0,"Fire, Marine, and Casualty Insurance"
2454,"Reyes, Bauer and Murphy",9516 Jeffrey Hills,Port Kaitlynstad,Pennsylvania,D,39.0,399.0,3995.0,Burial Caskets
2455,Campbell LLC,76431 Jacob Square Suite 729,West Davidtown,Oklahoma,D,23.0,232.0,2329.0,"Men's and Boys' Clothing, Not Elsewhere Classified"
2456,Robinson Inc,739 Carlos Square Apt. 533,Ingramborough,Wisconsin,F,50.0,504.0,5047.0,"Medical, Dental, and Hospital Equipment and Supplies"
2457,Christensen-Sanchez,9998 Angela Junction Apt. 824,South Sharon,New Jersey,E,45.0,451.0,4512.0,"Air Transportation, Scheduled"
2458,"Buchanan, Choi and Mason",8525 Camacho Islands,Lake Jamesview,Virginia,G,59.0,593.0,5932.0,Used Merchandise Stores
2459,Anderson-Lee,288 Tiffany Run,Beckermouth,Montana,I,79.0,794.0,7941.0,Professional Sports Clubs and Promoters
2460,Serrano-Freeman,29184 Smith Stream,Simonmouth,Missouri,F,50.0,507.0,5078.0,Refrigeration Equipment and Supplies
2461,,001 Kenneth Extensions Suite 850,East Anthonystad,California,I,80.0,806.0,8069.0,"Specialty Hospitals, Except Psychiatric"
2462,Williams-Fowler,84331 Deborah Garden,South Jeremy,Mississippi,I,87.0,873.0,8732.0,"Commercial Economic, Sociological, and Educational Research"
2463,"Kane, Martinez and Rodgers",117 Bruce Lock,Tranport,Oregon,D,35.0,354.0,3546.0,Power-Driven Handtools
2464,Wilson-Wade,799 Christopher Causeway,Alicetown,Iowa,G,54.0,543.0,5431.0,Fruit and Vegetable Markets
2465,Butler PLC,143 Taylor Plains Suite 524,South Dianahaven,Alaska,D,35.0,354.0,3549.0,"Metalworking Machinery, Not Elsewhere Classified"
2466,Sanford-Padilla,5111 Amy Plains Suite 855,West Richard,Missouri,I,79.0,799.0,7996.0,Amusement Parks
2467,"Miller, Taylor and Shepherd",131 Collins Common,Robertafurt,Maine,I,83.0,835.0,8351.0,Child Day Care Services
2468,"Moses, Simmons and Pope",2749 Jacob Ridges Apt. 040,Catherinefurt,Pennsylvania,C,17.0,179.0,1791.0,Structural Steel Erection
2469,"Bowen, Mcconnell and Martinez",293 Herman Corner Suite 898,West Stacey,Arkansas,D,31.0,314.0,3142.0,House Slippers
2470,Foster PLC,455 Patricia Circle Suite 520,North Mackenzieland,Florida,G,57.0,571.0,5712.0,Furniture Stores
2471,Branch-Porter,1057 Higgins Drive Apt. 455,Joyview,Washington,I,73.0,733.0,7334.0,Photocopying and Duplicating Services
2472,Rivera Inc,286 Martinez Mountains,Julieshire,Arizona,C,17.0,175.0,1751.0,Carpentry Work
2473,Ramirez Ltd,6205 Jared Wells,Jenniferview,Montana,G,56.0,561.0,5611.0,Men's and Boys' Clothing and Accessory Stores
2474,Mason-Bailey,43487 Yolanda Knoll,Cliffordside,Minnesota,F,50.0,,5049.0,"Professional Equipment and Supplies, Not Elsewhere Classified"
2475,Harris Ltd,10937 Black Viaduct Suite 123,Oneillton,California,A,1.0,11.0,111.0,Wheat
2476,"Roberts, Ward and Gonzalez",7865 Devin Grove Apt. 258,Scottshire,North Carolina,D,20.0,207.0,2075.0,Soybean Oil Mills
2477,"Brooks, Williams and Arnold",559 Sarah Plaza,Coxfurt,Washington,F,51.0,514.0,5145.0,Confectionery
2478,Boyd Inc,9519 Melissa Mountain,Christopherview,Rhode Island,A,1.0,19.0,191.0,"General Farms, Primarily Crop"
2479,"Perry, Williams and Hendrix",99797 Jeffrey Cove,Martinezside,New Mexico,I,80.0,805.0,8051.0,Skilled Nursing Care Facilities
2480,"Jones, Butler and Eaton",38067 Casey Fords Apt. 980,Limouth,Ohio,,35.0,359.0,3594.0,Fluid Power Pumps and Motors
2481,Martin Group,28337 Toni Gardens Apt. 433,Jeffreyland,Maine,E,42.0,422.0,4222.0,Refrigerated Warehousing and Storage
2482,Marshall PLC,661 Marie Trace Apt. 630,Hannachester,Oklahoma,D,37.0,373.0,3731.0,Ship Building and Repairing
2483,"Meyers, Crane and Rowland",0871 Page River Apt. 073,Port Mackenziemouth,Minnesota,,72.0,721.0,7215.0,Coin-Operated Laundries and Drycleaning
2484,Walters and Sons,,New Richard,Georgia,D,38.0,,3827.0,Optical Instruments and Lenses
2485,Skinner-Harmon,59207 Roberta Throughway Suite 313,West Donald,Kansas,I,72.0,721.0,7217.0,Carpet and Upholstery Cleaning
2486,"Sullivan, Schroeder and Reid",2577 James Greens,West Michelle,South Carolina,E,42.0,421.0,4212.0,Local Trucking Without Storage
2487,Krueger and Sons,29940 Finley Manor Apt. 319,East Walterburgh,Arizona,D,25.0,259.0,2599.0,"Furniture and Fixtures, Not Elsewhere Classified"
2488,Novak LLC,93627 William Garden,Johnmouth,Ohio,I,73.0,736.0,7363.0,Help Supply Services
2489,Smith-White,403 Wright Burgs,Harmonstad,Kansas,,25.0,251.0,2519.0,"Household Furniture, Not Elsewhere Classified"
2490,Robbins-Sanchez,1667 Greene Parks Apt. 051,Marshallport,Nevada,D,36.0,366.0,3661.0,Telephone and Telegraph Apparatus
2491,Garcia Ltd,760 Roberson Pines,Phillipton,Hawaii,E,49.0,493.0,4931.0,Electric and Other Services Combined
2492,Sanders Group,021 Thompson Turnpike,Robinsonshire,West Virginia,E,41.0,411.0,4111.0,Local and Suburban Transit
2493,"Pratt, Smith and Hurst",083 Miller Islands Suite 288,Port Jacob,Idaho,D,,308.0,3081.0,Unsupported Plastics Film and Sheet
2494,Garrett-Jackson,699 Trujillo Lights,East Emilyport,New Jersey,A,2.0,25.0,251.0,"Broiler, Fryer, and Roaster Chickens"
2495,Brooks-Mcclain,1374 Makayla Village,Port Jon,Montana,E,44.0,444.0,4449.0,"Water Transportation of Freight, Not Elsewhere Classified"
2496,"Fuentes, Palmer and Campbell",92767 Hughes Roads Suite 610,East Joe,Louisiana,D,34.0,349.0,3497.0,Metal Foil and Leaf
2497,"Bailey, Brady and Wright",549 Phillips Fork,Perryborough,Wyoming,A,2.0,27.0,273.0,Animal Aquaculture
2498,Hoover-Pineda,895 Karen Fall Apt. 638,Jeffreychester,Wyoming,H,60.0,601.0,6011.0,Federal Reserve Banks
2499,Cole-Finley,54264 Ashley Burg Apt. 220,Lindseymouth,Nebraska,D,37.0,376.0,3761.0,Guided Missiles and Space Vehicles
2500,"Thompson, Olson and Clark",0805 Megan Knolls Suite 303,North Wendyside,Louisiana,,73.0,737.0,7379.0,"Computer Related Services, Not Elsewhere Classified"
2501,"Kane, Poole and Flores",46686 Lyons Oval,,Minnesota,D,32.0,322.0,3221.0,Glass Containers
2502,"Jones, Reilly and Boyd",238 Wright Fall,,South Carolina,C,17.0,179.0,1794.0,Excavation Work
2503,Burch-Willis,38339 Natasha Mews,Huntport,South Dakota,H,67.0,673.0,6733.0,"Trusts, Except Educational, Religious, and Charitable"
2504,"Caldwell, White and Roberts",463 Rebekah Parks,North Gregory,Utah,D,24.0,249.0,2493.0,Reconstituted Wood Products
2505,Patel LLC,4372 Moore Plaza Apt. 548,West Ashley,Iowa,A,2.0,21.0,214.0,Sheep and Goats
2506,Davis-White,61610 Solis Extension Suite 094,Fitzgeraldmouth,California,D,35.0,358.0,3582.0,"Commercial Laundry, Drycleaning, and Pressing Machines"
2507,Smith-Tyler,3846 Jeremy Stravenue Suite 769,South Angelamouth,Louisiana,A,2.0,21.0,211.0,
2508,"Anderson, Hernandez and Perkins",8565 Katherine Cliff,Brendamouth,Texas,E,49.0,491.0,4911.0,Electric Services
2509,Wilkinson LLC,50330 Dana Wells,Lopezburgh,Michigan,D,20.0,208.0,2082.0,Malt Beverages
2510,Burgess-Strong,88192 Macdonald Crossroad Suite 308,Samanthaport,Montana,D,32.0,329.0,3292.0,Asbestos Products
2511,Allen-Greene,8630 Contreras Road,South Justinshire,Kansas,D,,,2491.0,Wood Preserving
2512,Wilson-Mccoy,2336 Derek Field,Port Micheleton,California,H,67.0,679.0,6794.0,Patent Owners and Lessors
2513,"Miller, Campbell and Guzman",1572 Boyd Throughway Suite 560,Lynchmouth,Wyoming,A,2.0,21.0,219.0,"General Livestock, Except Dairy and Poultry"
2514,"Gilmore, Davis and Miller",565 Hendricks Haven Apt. 259,New Veronica,Kentucky,D,23.0,232.0,2326.0,Men's and Boys' Work Clothing
2515,Kelly LLC,48409 Eric Cliff Apt. 937,Jennyhaven,Vermont,D,20.0,202.0,2024.0,Ice Cream and Frozen Desserts
2516,Brown and Sons,186 Lisa Coves,Sanchezfurt,Texas,D,23.0,238.0,2384.0,Robes and Dressing Gowns
2517,"Norton, Perez and Daugherty",1290 Smith Isle,West Robertstad,Alabama,D,37.0,371.0,3715.0,Truck Trailers
2518,Mitchell PLC,8528 William Ramp,Hammondview,New Mexico,D,23.0,233.0,2335.0,"Women's, Misses', and Juniors' Dresses"
2519,"Perkins, Carpenter and Murphy",91127 Orr Crescent Suite 921,Colliermouth,Arkansas,H,65.0,651.0,6519.0,
2520,Rose-Petersen,16875 Connie Ridges Apt. 220,Port William,North Carolina,F,50.0,508.0,5083.0,Farm and Garden Machinery and Equipment
2521,Davis-Russell,68254 Aaron Rest,North Nicholasshire,Illinois,H,60.0,602.0,6029.0,"Commercial Banks, Not Elsewhere Classified"
2522,Mcmahon and Sons,6114 Laura Coves,Port Anthonytown,Kansas,F,50.0,509.0,5092.0,Toys and Hobby Goods and Supplies
2523,Cooper Group,81258 Day River Apt. 299,Lake Kathy,Virginia,D,20.0,204.0,2048.0,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats"
2524,Morris Inc,876 Jones Spring,East Deborahfurt,New Jersey,B,14.0,145.0,1459.0,"Clay, Ceramic, and Refractory Minerals, Not Elsewhere Classified"
2525,Hunt-Green,77685 Park Isle,Port Antonio,Maine,E,44.0,448.0,4481.0,"Deep Sea Transportation of Passengers, Except by Ferry"
2526,Williams Ltd,240 Kathryn Road Suite 872,South Michelleville,Virginia,G,54.0,549.0,5499.0,Miscellaneous Food Stores
2527,Hogan Ltd,147 Jefferson Junction Apt. 289,West Christine,Montana,G,55.0,559.0,5599.0,"Automotive Dealers, Not Elsewhere Classified"
2528,Mcdonald Ltd,351 York Brooks,Alexisstad,Georgia,F,51.0,519.0,5193.0,"Flowers, Nursery Stock, and Florists' Supplies"
2529,Dominguez-Hooper,75093 White Neck,Ericport,North Dakota,E,,492.0,4923.0,Natural Gas Transmission and Distribution
2530,"Hart, Bailey and Martinez",6455 Cynthia Squares,Lake Daniel,Kansas,D,20.0,204.0,2048.0,"Prepared Feed and Feed Ingredients for Animals and Fowls, Except Dogs and Cats"
2531,Logan Group,11815 Whitney Mission,Wesleyland,California,D,35.0,353.0,3531.0,Construction Machinery and Equipment
2532,"Hardin, Coffey and Shaw",1082 Harris Pine Apt. 576,Barryfurt,Tennessee,I,75.0,753.0,7538.0,General Automotive Repair Shops
2533,Pierce-Benson,45610 Donald Roads,New Lauren,Tennessee,D,32.0,329.0,3295.0,"Minerals and Earths, Ground or Otherwise Treated"
2534,Vang Group,869 Jason Branch,Port Clairehaven,Wisconsin,D,22.0,228.0,2284.0,Thread Mills
2535,Cohen Inc,7674 Williams Ranch Apt. 652,Montgomeryport,Nevada,D,35.0,359.0,3599.0,"Industrial and Commercial Machinery and Equipment, Not Elsewhere Classified"
2536,Evans-Molina,79452 Martin Squares,West Robert,Alabama,D,36.0,362.0,3629.0,"Electrical Industrial Apparatus, Not Elsewhere Classified"
2537,Gray Group,56605 Hall Locks Apt. 190,,Texas,G,59.0,598.0,5989.0,"Fuel Dealers, Not Elsewhere Classified"
2538,"Hall, Shaw and Hamilton",63865 Hoffman Walk Apt. 749,Ericburgh,North Dakota,A,1.0,17.0,173.0,Tree Nuts
2539,Hill-Jackson,09090 Breanna Center,Roblesport,Idaho,D,29.0,299.0,2992.0,Lubricating Oils and Greases
2540,Turner Ltd,264 Gates Groves,Rossview,Colorado,D,25.0,254.0,2542.0,"Office and Store Fixtures, Partitions, Shelving, and Lockers, Except Wood"
2541,"Williams, Armstrong and Burns",380 Hampton Mews Suite 125,East George,New Hampshire,G,55.0,552.0,5521.0,Motor Vehicle Dealers (Used Only)
2542,Espinoza LLC,68365 Chavez Way,Port Lindafurt,Pennsylvania,A,2.0,24.0,241.0,Dairy Farms
2543,Ford and Sons,5833 Spencer Skyway Apt. 600,Jenkinsbury,Connecticut,D,35.0,355.0,3552.0,Textile Machinery
2544,"Jones, Roberts and Zavala",086 Moore Highway,Lake Edward,South Dakota,D,34.0,346.0,3463.0,Nonferrous Forgings
2545,,620 Vicki Divide,Lake Sabrina,Nevada,B,14.0,149.0,1499.0,"Miscellaneous Nonmetallic Minerals, Except Fuels"
2546,"Cameron, Johnson and Curtis",2884 Christopher Island Suite 913,Lake Pamelafurt,,D,33.0,336.0,3363.0,Aluminum Die-Castings
2547,Burns Ltd,22498 Daniel Ports,North Benjaminbury,Massachusetts,G,59.0,599.0,5999.0,"Miscellaneous Retail Stores, Not Elsewhere Classified"
2548,Young Inc,9271 Wells Garden Apt. 998,Deannaport,Louisiana,D,26.0,267.0,2677.0,Envelopes
2549,Sparks Ltd,7802 Valerie Plains,North Barbara,,I,87.0,873.0,8732.0,"Commercial Economic, Sociological, and Educational Research"
2550,"Lawson, Zuniga and Moore",32773 Holly Mountain,New Michele,Rhode Island,D,25.0,251.0,2519.0,"Household Furniture, Not Elsewhere Classified"
2551,"White, Glenn and Gutierrez",276 Janet Village,Phelpsfort,Arizona,G,56.0,569.0,5699.0,Miscellaneous Apparel and Accessory Stores
2552,"Wilson, Hobbs and Henry",3638 Howell Row Suite 052,Port Crystal,Nevada,D,32.0,327.0,3275.0,Gypsum Products
2553,Norris-Medina,988 Ashlee Plains,East Sharontown,Kentucky,D,28.0,282.0,2824.0,"Manmade Organic Fibers, Except Cellulosic"
2554,,39943 Rice Burg,,Arizona,D,34.0,347.0,,"Electroplating, Plating, Polishing, Anodizing, and Coloring"
2555,Wheeler LLC,017 Brady Ranch Suite 933,Ashleyport,Colorado,I,86.0,861.0,8611.0,Business Associations
2556,"Rios, White and Williams",54697 Taylor Shores Apt. 458,South Peter,Utah,F,50.0,509.0,5099.0,"Durable Goods, Not Elsewhere Classified"
2557,Shields-Norris,1033 Adrian Via Suite 348,Port Davidhaven,Indiana,F,51.0,514.0,5147.0,Meats and Meat Products
2558,Marsh-Fleming,556 Francisco Common Suite 362,East Shellystad,Vermont,D,28.0,281.0,2812.0,Alkalies and Chlorine
2559,Clark Group,178 Thompson Drive,North Michael,Rhode Island,D,26.0,261.0,2611.0,Pulp Mills
2560,Duncan-Barnett,350 West Forest Apt. 367,Kellyburgh,Wisconsin,C,15.0,152.0,1521.0,General Contractors-Single-Family Houses
2561,"Barnes, Shields and Davis",3444 Curry Trail Suite 567,New Joseph,Ohio,F,51.0,514.0,5149.0,"Groceries and Related Products, Not Elsewhere Classified"
2562,Garza and Sons,3286 Austin Center Apt. 681,Port Katherinefort,Nebraska,I,75.0,754.0,7542.0,Carwashes
2563,,766 Rodney Wells Apt. 456,South Anthonymouth,Arkansas,D,38.0,382.0,3822.0,Automatic Controls for Regulating Residential and Commercial Environments and Appliances
2564,Reese and Sons,8450 Leon Village,Port Cynthiaside,North Dakota,D,36.0,363.0,3632.0,Household Refrigerators and HOme and Farm Freezers
2565,"Powell, Lee and Fernandez",2026 Kimberly Pass,East James,Alaska,F,51.0,517.0,5171.0,Petroleum Bulk stations and Terminals
2566,"Bell, Gonzalez and Clark",47038 Williamson Island Suite 124,Johnsonmouth,Nebraska,D,23.0,239.0,2399.0,"Fabricated Textile Products, Not Elsewhere Classified"
2567,Garcia-Sanchez,0174 David Extensions,New Francisfort,Maine,G,53.0,539.0,5399.0,Miscellaneous General Merchandise Stores
2568,Powell LLC,675 Brenda Divide Suite 861,North Amanda,Connecticut,E,49.0,492.0,4922.0,Natural Gas Transmission
2569,Reilly LLC,0644 Melissa Radial,Smithbury,California,D,37.0,376.0,3761.0,Guided Missiles and Space Vehicles
2570,Ramos and Sons,06927 Wayne Summit,Davisshire,North Carolina,E,41.0,411.0,4111.0,Local and Suburban Transit
2571,Williamson-Paul,,Palmerstad,Minnesota,H,60.0,601.0,6019.0,"Central Reserve Depository Institutions, Not Elsewhere Classified"
2572,"Bennett, Gilmore and Wilson",3209 Cathy Cove Apt. 097,North Teresamouth,Oklahoma,A,7.0,72.0,721.0,"Crop Planting, Cultivating, and Protecting"
2573,Ball LLC,069 Griffith Ports Apt. 503,Williamhaven,Ohio,D,30.0,308.0,3081.0,Unsupported Plastics Film and Sheet
2574,"Barajas, Roberts and Little",3808 Norton Field Apt. 980,Danielville,Maine,D,36.0,365.0,3651.0,
2575,"Stanton, Davis and Holloway",18553 Gray Streets Suite 813,,New Jersey,E,49.0,492.0,4925.0,"Mixed, Manufactured, or Liquefied Petroleum Gas Production and/or"
2576,White-Gardner,31217 Barber View Suite 026,Robynburgh,Kentucky,D,34.0,349.0,3491.0,Industrial Valves
2577,Wilson and Sons,2472 Tyler Place Suite 921,Evansfort,Indiana,D,32.0,325.0,3259.0,"Structural Clay Products, Not Elsewhere Classified"
2578,"Thompson, Bean and Castro",68993 Brent Dale,West Samantha,Indiana,D,36.0,367.0,3677.0,"Electronic Coils, Transformers, and Other Inductors"
2579,Evans Inc,075 Moreno Cliffs Apt. 839,Arielside,Oregon,A,,21.0,219.0,"General Livestock, Except Dairy and Poultry"
2580,"Duncan, Berger and Lawson",8239 Melissa Harbors Suite 039,North Steven,Maryland,I,82.0,,8243.0,Data Processing Schools
2581,"Jones, Ferguson and Brown",5965 Stone Islands Apt. 145,New Erin,South Carolina,D,32.0,,3291.0,Abrasive Products
